make_model,make,price,body_type,mileage,gearbox,fuel_type,seller,power,gears,emission_class,previous_owner,age,entertainment_media_count,engine_size_cat,comfort_convenience_cat
Mercedes Benz A 220,Mercedes Benz,31500,Compact,47500.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,17995,Compact,198291.0,Manual,Diesel,Dealer,79.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,17950,Compact,75594.0,Manual,Benzin,Dealer,90.0,6.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,26890,Compact,29999.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,20500,Compact,95698.0,Automatic,Benzin,Dealer,115.0,7.0,Euro 6,Second Hand,9.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,18999,Compact,96010.0,Automatic,Diesel,Dealer,80.0,6.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,28490,Compact,33349.0,Automatic,Diesel,Dealer,85.0,8.0,Euro 6,First Hand,1.0,Standart,Medium,luxury
Mercedes Benz A 160,Mercedes Benz,14885,Compact,152591.0,Manual,Benzin,Dealer,75.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,39990,Compact,4955.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,First Hand,1.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,17950,Compact,132111.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,Second Hand,8.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,38950,Compact,15406.0,Automatic,Benzin,Dealer,121.0,7.0,Euro 6,First Hand,3.0,Standart,Low,luxury
Mercedes Benz A 160,Mercedes Benz,20480,Compact,113284.0,Automatic,Benzin,Dealer,75.0,5.0,Euro 6,Second Hand,6.0,Upgrated,Medium,standard
Mercedes Benz A 180,Mercedes Benz,18400,Compact,102998.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,Second Hand,7.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,37490,Compact,8500.0,Automatic,Diesel,Dealer,112.0,8.0,Euro 6,First Hand,0.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,21945,Compact,50340.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,Second Hand,6.0,Standart,Medium,luxury
Mercedes Benz A 180,Mercedes Benz,21950,Compact,87385.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,Second Hand,7.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,33950,Compact,86828.0,Automatic,Benzin,Dealer,120.0,7.0,Euro 6,First Hand,4.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,39490,Compact,5000.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,First Hand,0.0,Standart,Low,standard
Mercedes Benz A 200,Mercedes Benz,21999,Compact,93827.0,Automatic,Diesel,Dealer,101.0,7.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Mercedes Benz A 160,Mercedes Benz,18390,Compact,66574.0,Manual,Diesel,Dealer,66.0,6.0,Euro 6,First Hand,5.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,32490,Compact,49612.0,Automatic,Benzin,Dealer,120.0,7.0,Euro 6,First Hand,4.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,28290,Compact,22888.0,Manual,Diesel,Dealer,85.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,30900,Compact,13200.0,Automatic,Benzin,Dealer,120.0,7.0,Euro 6,First Hand,2.0,Standart,Low,luxury
Mercedes Benz A 200,Mercedes Benz,21800,Compact,94000.0,Automatic,Diesel,Dealer,100.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,39490,Compact,8500.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,First Hand,0.0,Standart,Low,standard
Mercedes Benz A 200,Mercedes Benz,23490,Compact,80630.0,Automatic,Diesel,Dealer,100.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Mercedes Benz A 160,Mercedes Benz,17495,Compact,78041.0,Manual,Benzin,Dealer,75.0,6.0,Euro 6,Second Hand,7.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,22500,Compact,104500.0,Automatic,Diesel,Dealer,130.0,7.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,26950,Compact,89805.0,Automatic,Benzin,Dealer,100.0,7.0,Euro 6,First Hand,3.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,16850,Compact,113023.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,First Hand,7.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,22999,Compact,112416.0,Automatic,Diesel,Dealer,132.0,7.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,21995,Compact,109367.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz A 160,Mercedes Benz,22745,Compact,100707.0,Automatic,Benzin,Dealer,75.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,31990,Compact,78959.0,Automatic,Benzin,Dealer,120.0,7.0,Euro 6,First Hand,4.0,Standart,Low,standard
Mercedes Benz A 160,Mercedes Benz,21690,Compact,59199.0,Manual,Benzin,Dealer,80.0,6.0,Euro 6,First Hand,3.0,Standart,Low,standard
Mercedes Benz A 160,Mercedes Benz,18950,Compact,55538.0,Manual,Benzin,Dealer,75.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,26245,Compact,44319.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,29990,Compact,23982.0,Automatic,Diesel,Dealer,125.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,21995,Compact,92469.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz B 180,Mercedes Benz,16900,Compact,131404.0,Automatic,Diesel,Dealer,80.0,7.0,Euro 6,First Hand,5.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,39990,Compact,8000.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,First Hand,0.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,27890,Compact,38236.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Mercedes Benz A 220,Mercedes Benz,31999,Compact,30069.0,Automatic,Benzin,Dealer,142.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,13845,Compact,123617.0,Manual,Diesel,Dealer,80.0,6.0,Euro 6,Second Hand,8.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,39990,Compact,8500.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,First Hand,0.0,Standart,Low,standard
Mercedes Benz GLB 200,Mercedes Benz,43900,Compact,33297.0,Automatic,Diesel,Dealer,110.0,8.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,39999,Compact,19234.0,Automatic,Diesel,Dealer,142.0,8.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,26490,Compact,107245.0,Automatic,Diesel,Dealer,87.0,7.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,29999,Compact,43819.0,Automatic,Diesel,Dealer,112.0,8.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,35950,Compact,30535.0,Automatic,Benzin,Dealer,121.0,7.0,Euro 6,First Hand,1.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,26990,Compact,52019.0,Automatic,Diesel,Dealer,87.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,20999,Compact,108714.0,Automatic,Diesel,Dealer,101.0,7.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,27490,Compact,25780.0,Manual,Benzin,Dealer,100.0,6.0,Euro 6,First Hand,2.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,27499,Compact,40505.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,First Hand,3.0,Standart,Low,standard
Mercedes Benz A 35 AMG,Mercedes Benz,47999,Compact,66521.0,Automatic,Benzin,Dealer,228.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,45490,Compact,9000.0,Automatic,Diesel,Dealer,112.0,8.0,Euro 6,First Hand,0.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,29490,Compact,22042.0,Automatic,Diesel,Dealer,85.0,8.0,Euro 6,First Hand,1.0,Standart,Medium,luxury
Mercedes Benz A 200,Mercedes Benz,21999,Compact,77642.0,Manual,Diesel,Dealer,101.0,7.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,17990,Compact,175500.0,Manual,Diesel,Dealer,100.0,7.0,Euro 6,Second Hand,8.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,30999,Compact,17000.0,Manual,Diesel,Dealer,87.0,7.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,33490,Compact,9000.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,First Hand,0.0,Standart,Low,standard
Mercedes Benz B 200,Mercedes Benz,34900,Compact,29348.0,Automatic,Diesel,Dealer,110.0,8.0,Euro 6,First Hand,1.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,19999,Compact,73301.0,Automatic,Diesel,Dealer,81.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Mercedes Benz A 250,Mercedes Benz,46945,Compact,65.0,Automatic,Benzin,Dealer,118.0,8.0,Euro 6,First Hand,1.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,29999,Compact,74291.0,Automatic,Diesel,Dealer,112.0,8.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,29999,Compact,55363.0,Automatic,Benzin,Dealer,142.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,17990,Compact,88677.0,Automatic,Diesel,Dealer,87.0,7.0,Euro 6,Second Hand,7.0,Standart,Medium,standard
Mercedes Benz A 250,Mercedes Benz,45900,Compact,1236.0,Automatic,Benzin,Dealer,75.0,8.0,Euro 6,First Hand,0.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,28690,Compact,28993.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,First Hand,2.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,30899,Compact,29500.0,Automatic,Benzin,Dealer,100.0,7.0,Euro 6,First Hand,3.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,32750,Compact,49444.0,Automatic,Benzin,Dealer,100.0,7.0,Euro 6,Second Hand,2.0,Standart,Low,luxury
Mercedes Benz A 180,Mercedes Benz,21490,Compact,67120.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,29999,Compact,40698.0,Automatic,Benzin,Dealer,142.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,20999,Compact,71482.0,Automatic,Diesel,Dealer,81.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,24890,Compact,36021.0,Manual,Benzin,Dealer,122.0,7.0,Euro 6,First Hand,3.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,35990,Compact,39267.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,First Hand,2.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,22990,Compact,44266.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,39900,Compact,10200.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,First Hand,0.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,23990,Compact,59910.0,Automatic,Diesel,Dealer,87.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz E 350,Mercedes Benz,21990,Compact,96000.0,Automatic,Diesel,Dealer,195.0,7.0,Other,Second Hand,9.0,Standart,High,standard
Mercedes Benz A 180,Mercedes Benz,18995,Compact,99533.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,Second Hand,8.0,Standart,Medium,standard
Mercedes Benz A 160,Mercedes Benz,5900,Compact,192000.0,Manual,LPG/CNG,Dealer,70.0,5.0,Other,First Hand,11.0,Standart,Medium,standard
Mercedes Benz CLA 200,Mercedes Benz,25900,Compact,40335.0,Automatic,Diesel,Dealer,100.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,45950,Compact,92751.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,34500,Compact,73950.0,Automatic,Benzin,Dealer,280.0,7.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,30890,Compact,51774.0,Automatic,Diesel,Dealer,110.0,8.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz GLA 180,Mercedes Benz,24537,Compact,123558.0,Manual,Diesel,Dealer,90.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,28999,Compact,93000.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,Second Hand,7.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,16990,Compact,167800.0,Automatic,Diesel,Dealer,125.0,7.0,Euro 6,Second Hand,9.0,Standart,Medium,standard
Mercedes Benz E 220,Mercedes Benz,27000,Compact,132000.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,22900,Compact,79000.0,Automatic,Diesel,Dealer,125.0,7.0,Euro 6,Second Hand,8.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,35900,Compact,21000.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,Second Hand,8.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,36500,Compact,24900.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,Second Hand,9.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,35500,Compact,37000.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,Second Hand,8.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,58500,Compact,58517.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Mercedes Benz A 45 AMG,Mercedes Benz,65900,Compact,49900.0,Automatic,Benzin,Dealer,310.0,8.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Mercedes Benz A 250,Mercedes Benz,36900,Compact,22250.0,Automatic,Benzin,Dealer,165.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,51890,Compact,47000.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,22900,Compact,19990.0,Automatic,Diesel,Dealer,130.0,7.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,33900,Compact,164000.0,Automatic,Benzin,Dealer,280.0,7.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,59700,Compact,20900.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,53900,Compact,4700.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,18499,Compact,160000.0,Automatic,Diesel,Dealer,125.0,7.0,Euro 6,Second Hand,8.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,6800,Compact,191074.0,Manual,Diesel,Dealer,80.0,6.0,Other,Second Hand,10.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,27990,Compact,24510.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,28950,Compact,175000.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,Second Hand,9.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,35900,Compact,29328.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,Second Hand,8.0,Standart,Medium,standard
Mercedes Benz A 250,Mercedes Benz,63900,Compact,1.0,Automatic,Benzin,Dealer,165.0,7.0,Euro 6,First Hand,0.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,29650,Compact,134104.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,Second Hand,7.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,68900,Compact,31000.0,Automatic,Benzin,Dealer,310.0,8.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Mercedes Benz A 250,Mercedes Benz,39900,Compact,27300.0,Automatic,Benzin,Dealer,165.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,27990,Compact,98000.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,Second Hand,7.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,34900,Compact,24600.0,Automatic,Diesel,Dealer,140.0,8.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,29900,Compact,82100.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,Second Hand,9.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,42999,Compact,40000.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,47900,Compact,13000.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,45990,Compact,1.0,Automatic,Diesel,Dealer,110.0,8.0,Euro 6,First Hand,0.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,26263,Compact,114154.0,Automatic,Diesel,Dealer,110.0,8.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,23868,Compact,79163.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,15900,Compact,201000.0,Manual,Diesel,Dealer,103.0,6.0,Euro 6,Second Hand,9.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,43700,Compact,68000.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,37000,Compact,103000.0,Automatic,Benzin,Dealer,280.0,7.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,15900,Compact,114000.0,Automatic,Diesel,Dealer,80.0,7.0,Euro 6,Second Hand,7.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,17500,Compact,75558.0,Manual,Diesel,Dealer,100.0,6.0,Euro 6,Second Hand,9.0,Standart,Medium,standard
Mercedes Benz A 250,Mercedes Benz,35700,Compact,40900.0,Automatic,Benzin,Dealer,160.0,8.0,Euro 6,First Hand,2.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,15690,Compact,80999.0,Manual,Diesel,Dealer,80.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,4500,Compact,242000.0,Manual,Diesel,Dealer,80.0,6.0,Euro 6,Second Hand,15.0,Standart,Medium,standard
Mercedes Benz Viano,Mercedes Benz,9300,Compact,180000.0,Automatic,Diesel,Dealer,132.0,7.0,Euro 6,Second Hand,18.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,43900,Compact,51000.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,52990,Compact,29855.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,27490,Compact,72458.0,Automatic,Benzin,Dealer,120.0,7.0,Euro 6,First Hand,3.0,Standart,Low,standard
Mercedes Benz A 45 AMG,Mercedes Benz,66890,Compact,31000.0,Automatic,Benzin,Dealer,310.0,8.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,17490,Compact,115352.0,Automatic,Diesel,Dealer,100.0,7.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,19900,Compact,81177.0,Automatic,Diesel,Dealer,100.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,28490,Compact,105000.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,Second Hand,8.0,Standart,Medium,standard
Mercedes Benz SLK 200,Mercedes Benz,22800,Compact,79137.0,Manual,Benzin,Dealer,135.0,6.0,Other,Second Hand,9.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,32900,Compact,98500.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,Second Hand,9.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,21500,Compact,59618.0,Automatic,Diesel,Dealer,125.0,7.0,Euro 6,Second Hand,9.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,19490,Compact,99000.0,Automatic,Diesel,Dealer,100.0,7.0,Euro 6,Second Hand,7.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,20841,Compact,79994.0,Automatic,Diesel,Dealer,100.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,34900,Compact,12300.0,Automatic,Benzin,Dealer,120.0,7.0,Euro 6,First Hand,3.0,Standart,Low,standard
Mercedes Benz A 45 AMG,Mercedes Benz,38000,Compact,39000.0,Automatic,Benzin,Dealer,280.0,7.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,23095,Compact,74546.0,Manual,Benzin,Dealer,120.0,6.0,Euro 6,First Hand,4.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,23490,Compact,29000.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,19290,Compact,30620.0,Manual,Diesel,Dealer,100.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Mercedes Benz A 250,Mercedes Benz,32500,Compact,37021.0,Automatic,Benzin,Dealer,118.0,8.0,Euro 6,First Hand,2.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,26390,Compact,94467.0,Automatic,Diesel,Dealer,80.0,7.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,44990,Compact,1.0,Automatic,Diesel,Dealer,110.0,8.0,Euro 6,First Hand,0.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,27490,Compact,47794.0,Automatic,Benzin,Dealer,120.0,7.0,Euro 6,First Hand,3.0,Standart,Low,standard
Mercedes Benz A 250,Mercedes Benz,27500,Compact,16500.0,Automatic,Benzin,Dealer,160.0,7.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,30500,Compact,29600.0,Automatic,Diesel,Dealer,85.0,8.0,Euro 6,First Hand,1.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,44500,Compact,34000.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,32500,Compact,75000.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,Second Hand,8.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,43900,Compact,19900.0,Automatic,Diesel,Dealer,140.0,8.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,16500,Compact,160000.0,Manual,Diesel,Dealer,80.0,6.0,Euro 6,Second Hand,7.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,32900,Compact,110000.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,Second Hand,7.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,25490,Compact,28000.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,22700,Compact,123462.0,Automatic,Diesel,Dealer,80.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,27990,Compact,32583.0,Automatic,Benzin,Dealer,120.0,7.0,Euro 6,First Hand,3.0,Standart,Low,standard
Mercedes Benz A 200,Mercedes Benz,16449,Compact,118412.0,Automatic,Diesel,Dealer,100.0,7.0,Euro 6,Second Hand,7.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,17450,Compact,62207.0,Manual,Benzin,Dealer,115.0,6.0,Euro 6,Second Hand,10.0,Standart,Low,standard
Mercedes Benz 220,Mercedes Benz,9400,Compact,173132.0,Manual,Diesel,Dealer,110.0,5.0,Euro 6,Second Hand,13.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,39500,Compact,29841.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,Second Hand,8.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,25200,Compact,52000.0,Automatic,Diesel,Dealer,110.0,8.0,Euro 6,First Hand,3.0,Standart,Medium,standard
