make_model,make,location,price,body_type,type,doors,warranty,mileage,gearbox,fuel_type,paint,seller,seats,power,gears,co_emissions,drivetrain,full_service_history,non_smoker_vehicle,emission_class,upholstery,previous_owner,age,fuel_consumption_comb,entertainment_media_count,engine_size_cat,safety_security_category,extras_category,comfort_convenience_cat
Mercedes Benz A 45 AMG,Mercedes Benz,ES,39900,Compact,Used,5.0,Yes,46300.0,Automatic,Benzin,non-metallic,Dealer,5.0,280.0,7.0,162.0,4WD,No,No,Euro 6,Leather,Second Hand,6.0,6.9,Standart,Medium,Basic,standard,standard
Mercedes Benz A 45 AMG,Mercedes Benz,NL,25950,Compact,Used,5.0,No,136404.0,Automatic,Benzin,Metallic,Dealer,5.0,266.0,7.0,161.0,4WD,Yes,No,Euro 6,Leather,Second Hand,8.0,6.9,Standart,Medium,Premium,standard,luxury
Mercedes Benz A 180,Mercedes Benz,NL,16950,Compact,Used,5.0,Yes,165282.0,Manual,Diesel,non-metallic,Dealer,5.0,80.0,6.0,105.0,Front,No,No,Euro 5,Leather,Second Hand,10.0,4.0,Standart,Medium,Premium,standard,luxury
Mercedes Benz A 35 AMG,Mercedes Benz,BE,66890,Compact,Used,5.0,No,500.0,Automatic,Benzin,non-metallic,Dealer,5.0,225.0,7.0,188.0,4WD,No,No,Euro 6,Leather,First Hand,0.0,7.3,Standart,Medium,Premium,standard,standard
Mercedes Benz A 45 AMG,Mercedes Benz,NL,34900,Compact,Used,5.0,Yes,52694.0,Automatic,Benzin,Metallic,Dealer,5.0,280.0,7.0,162.0,4WD,Yes,No,Euro 6,Leather,Second Hand,6.0,6.9,Standart,Medium,Premium,standard,standard
Mercedes Benz A 45 AMG,Mercedes Benz,NL,44988,Compact,Used,5.0,Yes,62182.0,Automatic,Benzin,non-metallic,Dealer,5.0,279.0,7.0,162.0,4WD,Yes,No,Euro 6,Leather,Second Hand,4.0,6.9,Standart,Medium,Premium,luxury,luxury
Mercedes Benz A 200,Mercedes Benz,NL,27425,Compact,Used,5.0,Yes,139464.0,Automatic,Benzin,Metallic,Dealer,5.0,120.0,7.0,123.0,Front,No,No,Euro 6,Leather,First Hand,4.0,5.3,Standart,Low,Premium,standard,standard
Mercedes Benz A 250,Mercedes Benz,NL,44980,Compact,Used,5.0,No,34408.0,Automatic,Benzin,non-metallic,Dealer,5.0,165.0,7.0,145.0,Front,No,No,Euro 6,Leather,First Hand,3.0,6.4,Upgrated,Medium,Premium,standard,luxury
Mercedes Benz A 220,Mercedes Benz,NL,33945,Compact,Used,5.0,No,47514.0,Automatic,Benzin,Metallic,Dealer,5.0,140.0,7.0,141.0,Front,No,No,Euro 6,Cloth,First Hand,3.0,6.1,Standart,Medium,Premium,standard,standard
Mercedes Benz A 45 AMG,Mercedes Benz,NL,29950,Compact,Used,5.0,No,69463.0,Automatic,Benzin,Metallic,Dealer,5.0,266.0,7.0,161.0,4WD,Yes,No,Euro 6,Leather,Second Hand,8.0,6.9,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,19950,Compact,Used,5.0,No,141989.0,Manual,Diesel,non-metallic,Dealer,5.0,80.0,6.0,102.0,Front,No,No,Euro 6,Leather,First Hand,5.0,5.2,Standart,Medium,Premium,standard,standard
Mercedes Benz A 250,Mercedes Benz,NL,44500,Compact,Used,5.0,No,14250.0,Automatic,Benzin,Metallic,Dealer,5.0,118.0,8.0,146.0,Front,No,No,Euro 6,Leather,First Hand,1.0,6.0,Standart,Low,Premium,standard,luxury
Mercedes Benz A 160,Mercedes Benz,NL,22945,Compact,Used,5.0,Yes,108464.0,Automatic,Benzin,Metallic,Dealer,5.0,75.0,7.0,126.0,Front,Yes,No,Euro 6,Leather,Second Hand,5.0,5.4,Standart,Medium,Premium,standard,luxury
Mercedes Benz A 200,Mercedes Benz,NL,38999,Compact,Used,5.0,No,59381.0,Automatic,Benzin,Metallic,Dealer,5.0,100.0,7.0,136.0,Front,Yes,No,Euro 6,Leather,First Hand,3.0,5.3,Standart,Low,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,ES,6400,Compact,Used,5.0,Yes,179000.0,Automatic,Diesel,Metallic,Dealer,5.0,80.0,6.0,159.0,Front,No,No,Euro 6,Leather,Second Hand,16.0,5.2,Standart,Medium,Middle,standard,standard
Mercedes Benz A 180,Mercedes Benz,ES,13990,Compact,Used,5.0,Yes,123000.0,Manual,Diesel,Metallic,Dealer,5.0,80.0,6.0,105.0,Front,No,No,Euro 5,Leather,Second Hand,10.0,5.2,Standart,Medium,Middle,standard,standard
Mercedes Benz A 180,Mercedes Benz,ES,23990,Compact,Used,5.0,Yes,51078.0,Automatic,Diesel,non-metallic,Dealer,5.0,85.0,7.0,103.0,Front,No,No,Euro 6,Leather,First Hand,3.0,4.1,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,BE,16800,Compact,Used,5.0,No,154000.0,Automatic,Diesel,non-metallic,Dealer,5.0,80.0,7.0,102.0,Front,No,Yes,Euro 5,Leather,First Hand,8.0,5.2,Standart,Medium,Premium,standard,standard
Mercedes Benz A 200,Mercedes Benz,NL,26900,Compact,Used,5.0,Yes,139719.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,8.0,109.0,Front,Yes,No,Euro 6,Leather,First Hand,3.0,4.8,Standart,Medium,Premium,standard,standard
Mercedes Benz A 160,Mercedes Benz,ES,13900,Compact,Used,5.0,No,212000.0,Manual,Diesel,non-metallic,Dealer,5.0,75.0,6.0,101.0,Front,No,No,Euro 6,Leather,Second Hand,6.0,5.4,Standart,Medium,Premium,standard,standard
Mercedes Benz A 35 AMG,Mercedes Benz,NL,59950,Compact,Used,5.0,Yes,8400.0,Automatic,Benzin,Metallic,Dealer,5.0,225.0,7.0,175.0,4WD,Yes,No,Euro 6,Leather,First Hand,1.0,8.3,Standart,Medium,Premium,standard,standard
Mercedes Benz A 250,Mercedes Benz,NL,19750,Compact,Used,5.0,Yes,151300.0,Automatic,Benzin,non-metallic,Dealer,5.0,155.0,7.0,145.0,Front,Yes,Yes,Euro 6,Other,Second Hand,9.0,6.2,Standart,Medium,Premium,standard,standard
Mercedes Benz A 140,Mercedes Benz,FR,15000,Compact,Used,5.0,Yes,129000.0,Automatic,Diesel,non-metallic,Dealer,5.0,100.0,7.0,114.0,Front,No,No,Euro 6,Cloth,Second Hand,9.0,4.1,Standart,Medium,Premium,standard,standard
Mercedes Benz A 220,Mercedes Benz,FR,28980,Compact,Used,5.0,Yes,36605.0,Automatic,Diesel,non-metallic,Dealer,5.0,132.0,7.0,94.0,Front,No,No,Euro 6,Leather,Second Hand,5.0,4.4,Standart,Medium,Premium,standard,standard
Mercedes Benz A 220,Mercedes Benz,NL,37900,Compact,Used,5.0,Yes,71927.0,Automatic,Benzin,Metallic,Dealer,5.0,140.0,7.0,143.0,Front,Yes,No,Euro 6,Leather,Second Hand,2.0,6.2,Standart,Medium,Premium,standard,luxury
Mercedes Benz A 200,Mercedes Benz,FR,23780,Compact,Used,5.0,No,80928.0,Automatic,Diesel,non-metallic,Dealer,5.0,100.0,7.0,99.0,Front,No,No,Euro 6,Leather,First Hand,4.0,4.1,Standart,Medium,Premium,standard,luxury
Mercedes Benz A 250,Mercedes Benz,ES,31718,Compact,Used,5.0,Yes,83624.0,Automatic,Benzin,non-metallic,Dealer,5.0,160.0,8.0,146.0,Front,No,No,Euro 6,Leather,First Hand,1.0,6.0,Standart,Low,Middle,standard,standard
Mercedes Benz A 180,Mercedes Benz,ES,26850,Compact,Used,5.0,Yes,25681.0,Automatic,Benzin,Metallic,Dealer,5.0,100.0,7.0,121.0,Front,No,No,Euro 6,Leather,First Hand,2.0,5.3,Standart,Low,Premium,standard,standard
Mercedes Benz A 160,Mercedes Benz,AT,4850,Compact,Used,5.0,No,176000.0,Manual,Benzin,Metallic,Dealer,5.0,70.0,5.0,139.0,Front,Yes,Yes,Euro 5,Cloth,Second Hand,11.0,5.8,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,31450,Compact,Used,5.0,No,99597.0,Automatic,Diesel,Metallic,Dealer,5.0,85.0,7.0,103.0,Front,Yes,No,Euro 6,Leather,First Hand,3.0,4.6,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,17944,Compact,Used,5.0,No,99939.0,Manual,Benzin,Metallic,Dealer,5.0,90.0,7.0,131.0,Front,Yes,No,Euro 6,Leather,First Hand,6.0,5.6,Standart,Medium,Premium,standard,standard
Mercedes Benz A 200,Mercedes Benz,NL,19950,Compact,Used,5.0,No,189278.0,Automatic,Diesel,Metallic,Dealer,5.0,100.0,7.0,82.0,Front,Yes,No,Euro 6,Leather,Second Hand,7.0,4.1,Standart,Medium,Premium,standard,luxury
Mercedes Benz A 250,Mercedes Benz,ES,38990,Compact,Used,5.0,Yes,32800.0,Automatic,Benzin,non-metallic,Dealer,5.0,160.0,8.0,146.0,Front,No,No,Euro 6,Leather,First Hand,2.0,6.0,Standart,Low,Basic,standard,standard
Mercedes Benz A 180,Mercedes Benz,ES,23536,Compact,Used,5.0,Yes,29721.0,Automatic,Diesel,non-metallic,Dealer,5.0,85.0,7.0,103.0,Front,No,No,Euro 6,Leather,First Hand,3.0,4.6,Standart,Medium,Premium,standard,standard
Mercedes Benz A 220,Mercedes Benz,ES,20490,Compact,Used,5.0,Yes,75000.0,Automatic,Diesel,non-metallic,Dealer,5.0,130.0,7.0,107.0,Front,No,No,Euro 6,Leather,Second Hand,6.0,4.1,Standart,Medium,Basic,standard,standard
Mercedes Benz A 200,Mercedes Benz,NL,37950,Compact,Used,5.0,Yes,67953.0,Automatic,Benzin,Metallic,Dealer,5.0,121.0,7.0,123.0,Front,Yes,No,Euro 6,Leather,First Hand,4.0,5.2,Standart,Low,Premium,standard,luxury
Mercedes Benz A 250,Mercedes Benz,ES,36999,Compact,Used,5.0,Yes,25900.0,Automatic,Benzin,non-metallic,Dealer,5.0,160.0,8.0,146.0,Front,No,No,Euro 6,Leather,First Hand,1.0,6.0,Standart,Low,Premium,standard,standard
Mercedes Benz A 200,Mercedes Benz,NL,33950,Compact,Used,5.0,No,74951.0,Automatic,Benzin,Metallic,Dealer,5.0,120.0,7.0,123.0,Front,Yes,No,Euro 6,Leather,First Hand,4.0,5.3,Standart,Low,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,12245,Compact,Used,5.0,Yes,140230.0,Manual,Diesel,non-metallic,Dealer,5.0,80.0,6.0,92.0,Front,Yes,No,Euro 5,Cloth,Second Hand,9.0,5.2,Standart,Medium,Premium,standard,standard
Mercedes Benz A 200,Mercedes Benz,NL,19995,Compact,Used,5.0,No,63522.0,Manual,Benzin,non-metallic,Dealer,5.0,115.0,6.0,115.0,Front,Yes,No,Euro 6,Leather,Second Hand,5.0,5.3,Standart,Medium,Premium,standard,standard
Mercedes Benz A 250,Mercedes Benz,ES,37990,Compact,Used,5.0,Yes,33576.0,Automatic,Benzin,non-metallic,Dealer,5.0,165.0,7.0,145.0,4WD,No,No,Euro 6,Leather,First Hand,3.0,6.7,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,FR,30490,Compact,Used,5.0,No,28539.0,Manual,Diesel,Metallic,Dealer,5.0,85.0,6.0,134.0,Front,No,No,Euro 6,Leather,First Hand,1.0,4.6,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,16945,Compact,Used,5.0,No,135462.0,Automatic,Benzin,non-metallic,Dealer,5.0,90.0,7.0,124.0,Front,No,No,Euro 6,Other,Second Hand,7.0,5.3,Standart,Medium,Premium,standard,standard
Mercedes Benz A 250,Mercedes Benz,NL,18950,Compact,Used,5.0,No,114795.0,Automatic,Benzin,non-metallic,Dealer,5.0,155.0,7.0,99.0,Front,Yes,No,Euro 6,Leather,Second Hand,10.0,6.0,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,26980,Compact,Used,5.0,No,82571.0,Automatic,Benzin,non-metallic,Dealer,5.0,90.0,7.0,126.0,Front,No,No,Euro 6,Leather,Second Hand,4.0,5.4,Standart,Medium,Premium,standard,luxury
Mercedes Benz A 180,Mercedes Benz,NL,18945,Compact,Used,5.0,Yes,96488.0,Automatic,Benzin,Metallic,Dealer,5.0,90.0,8.0,124.0,Front,Yes,No,Euro 6,Leather,Second Hand,7.0,5.3,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,22950,Compact,Used,5.0,No,109275.0,Automatic,Benzin,non-metallic,Dealer,5.0,90.0,7.0,126.0,Front,Yes,Yes,Euro 6,Leather,First Hand,4.0,5.4,Standart,Medium,Premium,standard,standard
Mercedes Benz CL,Mercedes Benz,FR,40890,Compact,Used,5.0,No,5000.0,Automatic,Benzin,non-metallic,Dealer,5.0,122.0,7.0,93.0,Front,No,No,Euro 6,Leather,First Hand,0.0,8.4,Standart,Low,Premium,standard,standard
Mercedes Benz CL,Mercedes Benz,FR,39900,Compact,Used,5.0,No,7000.0,Automatic,Benzin,non-metallic,Dealer,5.0,122.0,7.0,93.0,Front,No,No,Euro 6,Leather,First Hand,0.0,8.4,Standart,Low,Premium,standard,standard
Mercedes Benz CL,Mercedes Benz,FR,38890,Compact,Used,5.0,No,5000.0,Automatic,Benzin,non-metallic,Dealer,5.0,122.0,7.0,93.0,Front,No,No,Euro 6,Leather,First Hand,0.0,8.4,Standart,Low,Premium,standard,standard
Mercedes Benz A 200,Mercedes Benz,NL,32990,Compact,Used,5.0,Yes,41004.0,Automatic,Benzin,Metallic,Dealer,5.0,120.0,7.0,120.0,Front,No,No,Euro 6,Cloth,First Hand,4.0,5.3,Standart,Low,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,12295,Compact,Used,5.0,No,161839.0,Manual,Benzin,Metallic,Dealer,5.0,90.0,6.0,128.0,Front,Yes,No,Euro 6,Leather,Second Hand,9.0,5.5,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,ES,27400,Compact,Used,5.0,Yes,96300.0,Automatic,Diesel,non-metallic,Dealer,5.0,85.0,7.0,108.0,Front,No,No,Euro 6,Leather,First Hand,4.0,4.6,Standart,Medium,Premium,standard,standard
Mercedes Benz A 35 AMG,Mercedes Benz,FR,52999,Compact,Used,5.0,No,50426.0,Automatic,Benzin,non-metallic,Dealer,5.0,228.0,7.0,164.0,Front,No,No,Euro 6,Leather,First Hand,3.0,7.3,Standart,Medium,Premium,standard,standard
Mercedes Benz A 200,Mercedes Benz,NL,29950,Compact,Used,5.0,Yes,63267.0,Automatic,Benzin,Metallic,Dealer,5.0,121.0,7.0,123.0,Front,Yes,No,Euro 6,Cloth,First Hand,4.0,5.3,Standart,Low,Premium,standard,standard
Mercedes Benz A 250,Mercedes Benz,ES,36900,Compact,Used,5.0,Yes,17500.0,Automatic,Benzin,Metallic,Dealer,5.0,160.0,8.0,146.0,Front,No,No,Euro 6,Leather,First Hand,1.0,6.0,Standart,Low,Premium,standard,standard
Mercedes Benz A 250,Mercedes Benz,NL,22950,Compact,Used,5.0,No,81835.0,Automatic,Benzin,Metallic,Dealer,5.0,155.0,7.0,140.0,Front,Yes,No,Euro 6,Leather,Second Hand,8.0,6.0,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,34950,Compact,Used,5.0,No,74458.0,Automatic,Benzin,Metallic,Dealer,5.0,100.0,7.0,122.0,Front,Yes,No,Euro 6,Leather,First Hand,4.0,5.3,Standart,Low,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,35950,Compact,Used,5.0,No,14683.0,Automatic,Benzin,Metallic,Dealer,5.0,100.0,7.0,98.0,Front,Yes,No,Euro 6,Leather,First Hand,1.0,6.1,Standart,Low,Premium,standard,standard
Mercedes Benz A 200,Mercedes Benz,ES,19990,Compact,Used,5.0,Yes,87119.0,Automatic,Diesel,non-metallic,Dealer,5.0,100.0,7.0,109.0,Front,No,No,Euro 6,Leather,Second Hand,5.0,4.1,Standart,Medium,Basic,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,18750,Compact,Used,5.0,No,108208.0,Manual,Benzin,non-metallic,Dealer,5.0,90.0,6.0,126.0,Front,Yes,No,Euro 6,Leather,Second Hand,7.0,5.4,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,15250,Compact,Used,5.0,Yes,100532.0,Manual,Benzin,Metallic,Dealer,5.0,90.0,6.0,133.0,Front,Yes,No,Euro 6,Leather,First Hand,9.0,5.7,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,FR,22790,Compact,Used,5.0,No,47638.0,Automatic,Diesel,non-metallic,Dealer,5.0,80.0,7.0,102.0,Front,No,No,Euro 6,Leather,First Hand,5.0,5.2,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,AT,27250,Compact,Used,5.0,No,86000.0,Automatic,Diesel,non-metallic,Dealer,5.0,85.0,6.0,103.0,Front,Yes,No,Euro 6,Cloth,First Hand,3.0,8.0,Upgrated,Medium,Premium,luxury,standard
Mercedes Benz A 180,Mercedes Benz,FR,28790,Compact,Used,5.0,No,24045.0,Manual,Diesel,Metallic,Dealer,5.0,85.0,6.0,104.0,Front,No,No,Euro 6,Leather,First Hand,3.0,4.6,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,28590,Compact,Used,5.0,Yes,70840.0,Automatic,Diesel,non-metallic,Dealer,5.0,85.0,7.0,108.0,Front,No,No,Euro 6,Leather,First Hand,4.0,4.6,Standart,Medium,Premium,standard,standard
Mercedes Benz A 160,Mercedes Benz,FR,14990,Compact,Used,5.0,No,69210.0,Manual,Diesel,non-metallic,Dealer,5.0,67.0,6.0,98.0,Front,No,No,Euro 5,Leather,Second Hand,8.0,5.4,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,FR,23190,Compact,Used,5.0,No,25919.0,Automatic,Diesel,Metallic,Dealer,5.0,85.0,7.0,103.0,Front,No,No,Euro 6,Leather,First Hand,3.0,4.6,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,13950,Compact,Used,5.0,Yes,133773.0,Manual,Benzin,non-metallic,Dealer,5.0,90.0,6.0,120.0,Front,Yes,No,Euro 6,Leather,Second Hand,9.0,5.2,Standart,Medium,Premium,standard,standard
Mercedes Benz A 200,Mercedes Benz,NL,33500,Compact,Used,5.0,No,64810.0,Automatic,Benzin,non-metallic,Dealer,5.0,121.0,7.0,123.0,Front,Yes,No,Euro 6,Leather,Second Hand,3.0,5.3,Standart,Low,Premium,standard,standard
Mercedes Benz A 220,Mercedes Benz,ES,31500,Compact,Used,5.0,Yes,47500.0,Automatic,Benzin,non-metallic,Dealer,5.0,140.0,7.0,141.0,Front,No,No,Euro 6,Leather,First Hand,3.0,6.1,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,17995,Compact,Used,5.0,No,198291.0,Manual,Diesel,Metallic,Dealer,5.0,79.0,6.0,89.0,Front,Yes,No,Euro 6,Leather,First Hand,4.0,5.2,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,17950,Compact,Used,5.0,No,75594.0,Manual,Benzin,Metallic,Dealer,5.0,90.0,6.0,120.0,Front,Yes,No,Euro 6,Leather,Second Hand,6.0,5.2,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,ES,26890,Compact,Used,5.0,Yes,29999.0,Automatic,Diesel,non-metallic,Dealer,5.0,85.0,7.0,103.0,Front,No,No,Euro 6,Leather,First Hand,3.0,4.6,Standart,Medium,Premium,standard,standard
Mercedes Benz A 200,Mercedes Benz,NL,20500,Compact,Used,5.0,No,95698.0,Automatic,Benzin,non-metallic,Dealer,5.0,115.0,7.0,99.0,Front,Yes,No,Euro 6,Leather,Second Hand,9.0,5.3,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,18999,Compact,Used,5.0,No,96010.0,Automatic,Diesel,non-metallic,Dealer,5.0,80.0,6.0,98.0,Front,Yes,No,Euro 6,Leather,Second Hand,6.0,5.2,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,BE,28490,Compact,Used,5.0,No,33349.0,Automatic,Diesel,Metallic,Dealer,5.0,85.0,8.0,121.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,1.0,4.6,Standart,Medium,Premium,luxury,luxury
Mercedes Benz A 160,Mercedes Benz,NL,14885,Compact,Used,5.0,No,152591.0,Manual,Benzin,Metallic,Dealer,5.0,75.0,6.0,124.0,Front,Yes,No,Euro 6,Leather,Second Hand,5.0,5.4,Standart,Medium,Premium,standard,standard
Mercedes Benz CL,Mercedes Benz,FR,39990,Compact,Used,5.0,No,4955.0,Automatic,Benzin,non-metallic,Dealer,5.0,122.0,7.0,98.0,Front,No,No,Euro 6,Leather,First Hand,1.0,8.4,Standart,Low,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,17950,Compact,Used,5.0,No,132111.0,Automatic,Benzin,Metallic,Dealer,5.0,90.0,7.0,133.0,Front,No,No,Euro 6,Leather,Second Hand,8.0,5.7,Standart,Medium,Premium,standard,standard
Mercedes Benz A 200,Mercedes Benz,NL,38950,Compact,Used,5.0,Yes,15406.0,Automatic,Benzin,Metallic,Dealer,5.0,121.0,7.0,123.0,Front,Yes,No,Euro 6,Leather,First Hand,3.0,5.2,Standart,Low,Premium,standard,luxury
Mercedes Benz A 160,Mercedes Benz,AT,20480,Compact,Used,5.0,No,113284.0,Automatic,Benzin,non-metallic,Dealer,5.0,75.0,5.0,126.0,Front,Yes,No,Euro 6,Leather,Second Hand,6.0,7.9,Upgrated,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,18400,Compact,Used,5.0,Yes,102998.0,Automatic,Benzin,non-metallic,Dealer,5.0,90.0,7.0,126.0,Front,Yes,No,Euro 6,Leather,Second Hand,7.0,5.4,Standart,Medium,Premium,standard,standard
Mercedes Benz CL,Mercedes Benz,FR,37490,Compact,Used,5.0,No,8500.0,Automatic,Diesel,non-metallic,Dealer,5.0,112.0,8.0,91.0,Front,No,No,Euro 6,Leather,First Hand,0.0,8.4,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,21945,Compact,Used,5.0,Yes,50340.0,Automatic,Benzin,Metallic,Dealer,5.0,90.0,7.0,121.0,Front,Yes,No,Euro 6,Leather,Second Hand,6.0,5.2,Standart,Medium,Premium,standard,luxury
Mercedes Benz A 180,Mercedes Benz,NL,21950,Compact,Used,5.0,Yes,87385.0,Automatic,Benzin,non-metallic,Dealer,5.0,90.0,7.0,126.0,Front,Yes,No,Euro 6,Cloth,Second Hand,7.0,5.1,Standart,Medium,Premium,standard,standard
Mercedes Benz A 200,Mercedes Benz,NL,33950,Compact,Used,5.0,No,86828.0,Automatic,Benzin,non-metallic,Dealer,5.0,120.0,7.0,123.0,Front,Yes,No,Euro 6,Leather,First Hand,4.0,5.3,Standart,Low,Premium,standard,standard
Mercedes Benz CL,Mercedes Benz,FR,39490,Compact,Used,5.0,No,5000.0,Automatic,Benzin,non-metallic,Dealer,5.0,122.0,7.0,93.0,Front,No,No,Euro 6,Leather,First Hand,0.0,8.4,Standart,Low,Premium,standard,standard
Mercedes Benz A 200,Mercedes Benz,FR,21999,Compact,Used,5.0,Yes,93827.0,Automatic,Diesel,non-metallic,Dealer,5.0,101.0,7.0,99.0,Front,No,No,Euro 6,Leather,Second Hand,6.0,4.1,Standart,Medium,Premium,standard,standard
Mercedes Benz A 160,Mercedes Benz,FR,18390,Compact,Used,5.0,No,66574.0,Manual,Diesel,Metallic,Dealer,5.0,66.0,6.0,102.0,Front,No,No,Euro 6,Leather,First Hand,5.0,5.4,Standart,Medium,Premium,standard,standard
Mercedes Benz A 200,Mercedes Benz,NL,32490,Compact,Used,5.0,Yes,49612.0,Automatic,Benzin,Metallic,Dealer,5.0,120.0,7.0,123.0,Front,No,No,Euro 6,Leather,First Hand,4.0,5.3,Standart,Low,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,FR,28290,Compact,Used,5.0,No,22888.0,Manual,Diesel,Metallic,Dealer,5.0,85.0,6.0,104.0,Front,No,No,Euro 6,Leather,First Hand,3.0,4.6,Standart,Medium,Premium,standard,standard
Mercedes Benz A 200,Mercedes Benz,IT,30900,Compact,Used,5.0,Yes,13200.0,Automatic,Benzin,non-metallic,Dealer,5.0,120.0,7.0,120.0,Front,No,No,Euro 6,Leather,First Hand,2.0,5.3,Standart,Low,Premium,standard,luxury
Mercedes Benz A 200,Mercedes Benz,ES,21800,Compact,Used,5.0,Yes,94000.0,Automatic,Diesel,non-metallic,Dealer,5.0,100.0,7.0,99.0,Front,No,No,Euro 6,Leather,First Hand,4.0,4.1,Standart,Medium,Premium,standard,standard
Mercedes Benz CL,Mercedes Benz,FR,39490,Compact,Used,5.0,No,8500.0,Automatic,Benzin,non-metallic,Dealer,5.0,122.0,7.0,93.0,Front,No,No,Euro 6,Leather,First Hand,0.0,8.4,Standart,Low,Premium,standard,standard
Mercedes Benz A 200,Mercedes Benz,NL,23490,Compact,Used,5.0,Yes,80630.0,Automatic,Diesel,non-metallic,Dealer,5.0,100.0,7.0,99.0,Front,No,No,Euro 6,Cloth,First Hand,4.0,4.1,Standart,Medium,Premium,standard,standard
Mercedes Benz A 160,Mercedes Benz,NL,17495,Compact,Used,5.0,No,78041.0,Manual,Benzin,non-metallic,Dealer,5.0,75.0,6.0,126.0,Front,No,No,Euro 6,Leather,Second Hand,7.0,5.5,Standart,Medium,Premium,standard,standard
Mercedes Benz A 220,Mercedes Benz,ES,22500,Compact,Used,5.0,Yes,104500.0,Automatic,Diesel,non-metallic,Dealer,5.0,130.0,7.0,94.0,Front,No,No,Euro 6,Leather,Second Hand,5.0,4.1,Standart,Medium,Basic,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,26950,Compact,Used,5.0,No,89805.0,Automatic,Benzin,non-metallic,Dealer,5.0,100.0,7.0,122.0,Front,Yes,No,Euro 6,Leather,First Hand,3.0,5.3,Standart,Low,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,16850,Compact,Used,5.0,Yes,113023.0,Automatic,Benzin,Metallic,Dealer,5.0,90.0,7.0,126.0,Front,Yes,No,Euro 6,Leather,First Hand,7.0,5.4,Standart,Medium,Premium,standard,standard
Mercedes Benz A 220,Mercedes Benz,FR,22999,Compact,Used,5.0,Yes,112416.0,Automatic,Diesel,non-metallic,Dealer,5.0,132.0,7.0,107.0,Front,No,No,Euro 6,Leather,Second Hand,6.0,4.4,Standart,Medium,Premium,standard,standard
Mercedes Benz A 180,Mercedes Benz,NL,21995,Compact,Used,5.0,Yes,109367.0,Automatic,Benzin,Metallic,Dealer,5.0,90.0,7.0,126.0,Front,Yes,No,Euro 6,Leather,Second Hand,5.0,5.4,Standart,Medium,Premium,standard,standard
Mercedes Benz A 160,Mercedes Benz,NL,22745,Compact,Used,5.0,No,100707.0,Automatic,Benzin,Metallic,Dealer,5.0,75.0,7.0,126.0,Front,Yes,No,Euro 6,Leather,First Hand,4.0,5.4,Standart,Medium,Premium,standard,standard
Mercedes Benz A 200,Mercedes Benz,NL,31990,Compact,Used,5.0,Yes,78959.0,Automatic,Benzin,non-metallic,Dealer,5.0,120.0,7.0,123.0,Front,No,No,Euro 6,Leather,First Hand,4.0,5.3,Standart,Low,Premium,standard,standard
